item_shop_coef,x_id
0.002277135869106857,42-486
0.0009170105456212746,44-486
0.0005102040816326531,45-486
0.0002463661000246366,46-486
0.00017914725904693657,47-486
0.000292654375182909,48-486
0.0014388489208633094,49-486
0.001095290251916758,52-486
0.0008715862870424172,53-486
0.0005341880341880342,56-486
0.003067036658390536,57-486
0.0011582117211026176,58-486
0.00035842293906810036,59-486
0.0007541478129713424,10-491
0.0001300221037576388,12-491
0.00034094783498124785,14-491
0.00019751135690302193,21-491
0.0022955523672883787,22-491
6.678688305616777e-05,25-491
0.0007808433107756377,26-491
0.0001121201928467317,28-491
0.00012047467020059032,31-491
0.0016406890894175555,34-491
0.00016867673104495234,42-491
0.0005102040816326531,45-491
0.0004927322000492732,46-491
0.0011621150493898896,53-491
0.0002670940170940171,56-491
0.0001460493646852636,57-491
0.0007168458781362007,59-491
0.057177615571776155,55-492
0.00020855057351407716,6-494
0.0001300221037576388,12-494
0.0031563845050215206,22-494
6.678688305616777e-05,25-494
6.023733510029516e-05,31-494
0.00016867673104495234,42-494
0.0002600442075152776,12-496
0.0002744990392533626,18-496
0.00028694404591104734,22-496
0.000546000546000546,24-496
6.678688305616777e-05,25-496
6.023733510029516e-05,31-496
0.000292654375182909,48-496
0.0012165450121654502,55-502
0.0031630170316301704,55-503
0.0009732360097323601,55-504
0.00024330900243309004,55-505
0.00267639902676399,55-515
0.00048661800486618007,55-521
0.00048661800486618007,55-528
0.00048661800486618007,55-536
0.00048661800486618007,55-539
0.0002600442075152776,12-544
0.0001300221037576388,12-547
0.0002646202699126753,7-560
0.0002600442075152776,12-560
0.00034094783498124785,14-571
0.00024330900243309004,55-578
0.00024330900243309004,55-583
0.00048661800486618007,55-592
0.00048661800486618007,55-616
0.0001300221037576388,12-638
0.00024330900243309004,55-650
0.00028694404591104734,22-686
0.0002602811035918792,26-686
0.0007541478129713424,10-687
0.0011701989338187492,12-687
0.0002494387627837366,19-687
0.0005925340707090658,21-687
0.001721664275466284,22-687
0.000546000546000546,24-687
0.0002602811035918792,26-687
0.0001807120053008855,31-687
0.0004927322000492732,46-687
0.00017914725904693657,47-687
0.0003650967506389193,52-687
0.0019464720194647203,55-688
0.0004158004158004158,4-719
0.0005738880918220947,22-719
8.433836552247617e-05,42-719
0.0,45-719
0.00020855057351407716,6-758
0.0005200884150305552,12-784
0.0002494387627837366,19-784
0.0028694404591104736,22-784
0.00013357376611233555,25-784
0.0005205622071837585,26-784
0.00012047467020059032,31-784
0.0003373534620899047,42-784
0.00042069835927639884,2-787
0.0006256517205422315,6-787
0.0007938608097380259,7-787
0.0023403978676374984,12-787
0.0006818956699624957,14-787
0.0002744990392533626,18-787
0.00019751135690302193,21-787
0.006312769010043041,22-787
0.000273000273000273,24-787
0.0002671475322246711,25-787
0.0013014055179593961,26-787
0.0001121201928467317,28-787
0.000361424010601771,31-787
0.0006722689075630252,37-787
0.00037243947858472997,39-787
0.0004506534474988734,41-787
0.0002530150965674285,42-787
0.0002905287623474724,53-787
0.00035842293906810036,59-787
0.0001300221037576388,12-790
0.0020086083213773313,22-790
6.678688305616777e-05,25-790
0.0002463661000246366,46-790
0.0012620950778291964,2-792
0.0004171011470281543,6-792
0.0007938608097380259,7-792
0.001950331556364582,12-792
0.0010228435049437436,14-792
0.0005489980785067252,18-792
0.0002494387627837366,19-792
0.0007900454276120877,21-792
0.0028694404591104736,22-792
0.00013357376611233555,25-792
0.0013014055179593961,26-792
0.0004818986808023613,31-792
0.0008203445447087777,34-792
0.00022527596305474206,35-792
0.0010084033613445378,37-792
0.00024449877750611245,38-792
0.00037243947858472997,39-792
0.000506030193134857,42-792
0.0002463661000246366,46-792
0.000585308750365818,48-792
0.0005810575246949448,53-792
0.0001460493646852636,57-792
0.00035842293906810036,59-792
0.00042069835927639884,2-794
0.0009101547263034716,12-794
0.0001121201928467317,28-794
0.0003011866755014758,31-794
0.00022527596305474206,35-794
8.433836552247617e-05,42-794
0.00017914725904693657,47-794
0.013138686131386862,55-797
0.004622871046228711,55-798
0.00072992700729927,55-799
0.0009732360097323601,55-800
0.00145985401459854,55-801
0.0038929440389294406,55-803
0.014841849148418492,55-805
0.00042069835927639884,2-806
0.0005313496280552603,3-806
0.0004158004158004158,4-806
0.00030385900941962927,5-806
0.0008342022940563086,6-806
0.0002646202699126753,7-806
0.0015082956259426848,10-806
0.001950331556364582,12-806
0.0006818956699624957,14-806
0.0008234971177600879,18-806
0.0004988775255674732,19-806
0.00019751135690302193,21-806
0.008321377331420373,22-806
0.000273000273000273,24-806
0.0006678688305616777,25-806
0.0026028110359187923,26-806
0.0002242403856934634,28-806
0.0003011866755014758,31-806
0.0008203445447087777,34-806
0.0004505519261094841,35-806
0.0030864197530864196,36-806
0.0006722689075630252,37-806
0.0009779951100244498,38-806
0.0007448789571694599,39-806
0.0018026137899954935,41-806
0.0010963987517921903,42-806
0.0009170105456212746,44-806
0.001530612244897959,45-806
0.00017914725904693657,47-806
0.000292654375182909,48-806
0.0009592326139088729,49-806
0.0003557452863749555,50-806
0.0007301935012778386,52-806
0.0002670940170940171,56-806
0.0001460493646852636,57-806
0.0007168458781362007,59-806
0.0002646202699126753,7-829
0.0015082956259426848,10-829
0.0002600442075152776,12-829
0.00033112582781456954,16-829
0.001721664275466284,22-829
0.000819000819000819,24-829
0.0002003606491685033,25-829
0.00012047467020059032,31-829
0.0007165890361877463,47-829
0.0001460493646852636,57-829
0.0002646202699126753,7-831
0.00019751135690302193,21-831
0.000273000273000273,24-831
-0.00017914725904693657,47-831
0.00042069835927639884,2-832
0.0003900663112729164,12-832
0.0005205622071837585,26-832
0.0004506534474988734,41-832
0.00016867673104495234,42-832
0.00047961630695443646,49-832
0.00535279805352798,55-833
0.002457002457002457,24-835
0.00013357376611233555,25-835
0.0001121201928467317,28-835
8.433836552247617e-05,42-835
0.0001460493646852636,57-835
0.0002600442075152776,12-837
0.0002494387627837366,19-837
0.00028694404591104734,22-837
0.0001121201928467317,28-837
0.0036496350364963502,55-838
0.0005313496280552603,3-839
0.0015082956259426848,10-839
0.0009101547263034716,12-839
0.00034094783498124785,14-839
0.0005462988254575252,15-839
0.0006622516556291391,16-839
0.0004988775255674732,19-839
0.00039502271380604387,21-839
0.005738880918220947,22-839
0.000546000546000546,24-839
0.00013357376611233555,25-839
0.0005205622071837585,26-839
0.0003363605785401951,28-839
0.0001807120053008855,31-839
0.00016867673104495234,42-839
0.0002463661000246366,46-839
0.00035829451809387314,47-839
0.000292654375182909,48-839
0.0003557452863749555,50-839
0.0005341880341880342,56-839
0.0001460493646852636,57-839
0.00024330900243309004,55-843
0.00024330900243309004,55-849
0.00048661800486618007,55-856
0.00072992700729927,55-858
0.00024330900243309004,55-859
0.00024330900243309004,55-868
0.0001300221037576388,12-888
0.0001300221037576388,12-902
0.0005313496280552603,3-961
0.00020855057351407716,6-961
0.0001300221037576388,12-961
0.0002003606491685033,25-961
0.0001121201928467317,28-961
0.00012047467020059032,31-961
0.00022527596305474206,35-961
0.0005102040816326531,45-961
0.000292654375182909,48-961
0.0003557452863749555,50-961
0.00042069835927639884,2-968
0.0006077180188392585,5-968
0.0002646202699126753,7-968
0.0006818956699624957,14-968
0.0005489980785067252,18-968
0.0002494387627837366,19-968
0.00019751135690302193,21-968
0.00013357376611233555,25-968
0.0005205622071837585,26-968
0.0002242403856934634,28-968
0.00012047467020059032,31-968
0.00022527596305474206,35-968
0.0004506534474988734,41-968
0.00016867673104495234,42-968
0.0005102040816326531,45-968
0.0002463661000246366,46-968
0.00017914725904693657,47-968
0.0003557452863749555,50-968
0.0001460493646852636,57-968
0.0002316423442205235,58-968
0.00035842293906810036,59-968
0.00030385900941962927,5-969
0.00020855057351407716,6-969
0.0006818956699624957,14-969
0.00022527596305474206,35-969
0.0004585052728106373,44-969
0.0005810575246949448,53-969
0.0001460493646852636,57-969
0.0007938608097380259,7-970
0.0006622516556291391,16-970
0.0002744990392533626,18-970
0.0002671475322246711,25-970
6.023733510029516e-05,31-970
0.00022527596305474206,35-970
0.00024449877750611245,38-970
0.0004506534474988734,41-970
0.0002530150965674285,42-970
0.0002463661000246366,46-970
0.00017914725904693657,47-970
0.000292654375182909,48-970
0.00047961630695443646,49-970
0.0002905287623474724,53-970
0.0002646202699126753,7-971
0.0009933774834437086,16-971
0.0005489980785067252,18-971
0.0002494387627837366,19-971
0.00033393441528083883,25-971
0.0002242403856934634,28-971
0.0001807120053008855,31-971
0.00022527596305474206,35-971
0.0006722689075630252,37-971
0.00024449877750611245,38-971
0.0011173184357541898,39-971
0.0004506534474988734,41-971
0.0004216918276123809,42-971
0.0002463661000246366,46-971
0.00017914725904693657,47-971
0.000585308750365818,48-971
0.0009592326139088729,49-971
0.0005810575246949448,53-971
0.0002670940170940171,56-971
0.00035842293906810036,59-971
0.0004158004158004158,4-972
0.00030385900941962927,5-972
0.00020855057351407716,6-972
0.0007541478129713424,10-972
0.0005489980785067252,18-972
0.0007483162883512097,19-972
0.000273000273000273,24-972
0.00033393441528083883,25-972
0.0003363605785401951,28-972
0.00012047467020059032,31-972
0.00022527596305474206,35-972
0.0003361344537815126,37-972
0.0004889975550122249,38-972
0.0004506534474988734,41-972
0.0003373534620899047,42-972
0.00017914725904693657,47-972
0.001095290251916758,52-972
0.0005810575246949448,53-972
0.00035842293906810036,59-972
0.00042069835927639884,2-975
0.0005313496280552603,3-975
0.00030385900941962927,5-975
0.00034094783498124785,14-975
0.0002731494127287626,15-975
0.0008234971177600879,18-975
0.0002494387627837366,19-975
0.00019751135690302193,21-975
0.0002003606491685033,25-975
0.0001121201928467317,28-975
0.00012047467020059032,31-975
0.00022527596305474206,35-975
0.0003361344537815126,37-975
0.00024449877750611245,38-975
8.433836552247617e-05,42-975
0.0004585052728106373,44-975
0.00035829451809387314,47-975
0.00047961630695443646,49-975
0.0007301935012778386,52-975
0.0005810575246949448,53-975
0.0002670940170940171,56-975
0.0002316423442205235,58-975
0.0005313496280552603,3-978
0.00020855057351407716,6-978
0.0002600442075152776,12-978
0.00034094783498124785,14-978
0.0002731494127287626,15-978
0.0008234971177600879,18-978
0.0007483162883512097,19-978
0.00039502271380604387,21-978
0.00033393441528083883,25-978
0.0002602811035918792,26-978
0.0001121201928467317,28-978
0.00024094934040118065,31-978
0.0008203445447087777,34-978
0.00022527596305474206,35-978
0.0004506534474988734,41-978
0.0003373534620899047,42-978
0.0005102040816326531,45-978
0.0007390983000739098,46-978
0.000292654375182909,48-978
0.0007301935012778386,52-978
0.0005810575246949448,53-978
0.0005841974587410544,57-978
0.0007168458781362007,59-978
0.00020855057351407716,6-979
0.00030385900941962927,5-982
0.0007938608097380259,7-982
0.0007541478129713424,10-982
0.0001300221037576388,12-982
0.00034094783498124785,14-982
0.0002731494127287626,15-982
0.001372495196266813,18-982
0.0007483162883512097,19-982
0.00039502271380604387,21-982
0.00028694404591104734,22-982
0.000546000546000546,24-982
0.0004007212983370066,25-982
0.0005205622071837585,26-982
0.0006727211570803902,28-982
0.00024094934040118065,31-982
0.0016406890894175555,34-982
0.00022527596305474206,35-982
0.00037243947858472997,39-982
0.0004506534474988734,41-982
0.0004216918276123809,42-982
0.0005102040816326531,45-982
0.0009854644000985464,46-982
0.00017914725904693657,47-982
0.000585308750365818,48-982
0.00047961630695443646,49-982
0.0003557452863749555,50-982
0.0003650967506389193,52-982
0.0002905287623474724,53-982
0.0001460493646852636,57-982
0.0014336917562724014,59-982
6.023733510029516e-05,31-986
0.00042069835927639884,2-988
0.0005313496280552603,3-988
0.0004171011470281543,6-988
0.0002646202699126753,7-988
0.0007541478129713424,10-988
0.0010228435049437436,14-988
0.0013825794983211535,21-988
0.000273000273000273,24-988
0.00013357376611233555,25-988
0.0001121201928467317,28-988
0.00012047467020059032,31-988
0.0004505519261094841,35-988
0.0002530150965674285,42-988
0.0005102040816326531,45-988
0.0007390983000739098,46-988
0.0002670940170940171,56-988
0.0001460493646852636,57-988
0.0005462988254575252,15-1007
0.00039502271380604387,21-1007
0.0002003606491685033,25-1007
0.0001121201928467317,28-1007
6.023733510029516e-05,31-1007
8.433836552247617e-05,42-1007
0.00017914725904693657,47-1007
0.000292654375182909,48-1007
0.0002905287623474724,53-1007
0.0002670940170940171,56-1007
0.0001460493646852636,57-1007
0.0002316423442205235,58-1007
0.0002671475322246711,25-1010
0.0001121201928467317,28-1010
0.00022527596305474206,35-1010
0.00024449877750611245,38-1010
0.0003650967506389193,52-1010
0.0002670940170940171,56-1010
0.0005841974587410544,57-1010
0.0002316423442205235,58-1010
0.0007168458781362007,59-1010
0.0002744990392533626,18-1012
6.678688305616777e-05,25-1012
6.023733510029516e-05,31-1012
0.0003557452863749555,50-1012
0.0001460493646852636,57-1012
6.678688305616777e-05,25-1016
0.0002316423442205235,58-1016
6.678688305616777e-05,25-1018
6.023733510029516e-05,31-1018
0.0002905287623474724,53-1018
0.0001460493646852636,57-1018
0.0004506534474988734,41-1023
0.0005738880918220947,22-1037
0.000819000819000819,24-1037
0.0005205622071837585,26-1037
0.0004506534474988734,41-1037
0.00016867673104495234,42-1037
0.0005102040816326531,45-1037
0.0003557452863749555,50-1037
0.00042069835927639884,2-1075
0.0005292405398253506,7-1075
0.00033112582781456954,16-1075
0.0002744990392533626,18-1075
0.0002494387627837366,19-1075
0.000273000273000273,24-1075
6.678688305616777e-05,25-1075
0.0002602811035918792,26-1075
0.0002242403856934634,28-1075
0.00012047467020059032,31-1075
8.433836552247617e-05,42-1075
0.0005102040816326531,45-1075
0.00047961630695443646,49-1075
0.0003557452863749555,50-1075
0.0003650967506389193,52-1075
0.0002905287623474724,53-1075
0.0002920987293705272,57-1075
0.00035842293906810036,59-1075
0.0005313496280552603,3-1077
0.00020855057351407716,6-1077
0.0007541478129713424,10-1077
0.0003900663112729164,12-1077
0.00034094783498124785,14-1077
0.0005462988254575252,15-1077
0.00019751135690302193,21-1077
0.000546000546000546,24-1077
0.0004484807713869268,28-1077
0.0001807120053008855,31-1077
0.0016406890894175555,34-1077
0.0004505519261094841,35-1077
0.0003361344537815126,37-1077
0.0004506534474988734,41-1077
0.0002530150965674285,42-1077
0.0004927322000492732,46-1077
0.000292654375182909,48-1077
0.0003557452863749555,50-1077
0.0003650967506389193,52-1077
0.0002905287623474724,53-1077
0.0002920987293705272,57-1077
0.00035842293906810036,59-1077
0.00019751135690302193,21-1087
0.0001121201928467317,28-1087
0.00012047467020059032,31-1087
0.00016867673104495234,42-1087
0.0002463661000246366,46-1087
0.00017914725904693657,47-1087
0.0002905287623474724,53-1087
0.0002670940170940171,56-1087
0.0001460493646852636,57-1087
0.00042069835927639884,2-1090
0.0002646202699126753,7-1090
0.0007541478129713424,10-1090
0.0005489980785067252,18-1090
0.00039502271380604387,21-1090
0.0002003606491685033,25-1090
0.0002602811035918792,26-1090
0.0005606009642336585,28-1090
0.0003011866755014758,31-1090
0.0004889975550122249,38-1090
0.0004506534474988734,41-1090
0.00016867673104495234,42-1090
0.0009170105456212746,44-1090
0.0002463661000246366,46-1090
0.00017914725904693657,47-1090
0.0002905287623474724,53-1090
0.00145985401459854,55-1100
6.678688305616777e-05,25-1101
6.023733510029516e-05,31-1101
8.433836552247617e-05,42-1101
0.0001460493646852636,57-1101
0.00034094783498124785,14-1102
0.00019751135690302193,21-1102
6.678688305616777e-05,25-1102
0.00024094934040118065,31-1102
0.0007301935012778386,52-1102
0.00043814809405579085,57-1102
0.00020855057351407716,6-1104
6.023733510029516e-05,31-1104
0.00042069835927639884,2-1121
0.0008316008316008316,4-1121
0.0009115770282588879,5-1121
0.001251303441084463,6-1121
0.0018523418893887271,7-1121
0.0022624434389140274,10-1121
0.0001300221037576388,12-1121
0.002045687009887487,14-1121
0.0008194482381862879,15-1121
0.0006622516556291391,16-1121
0.001372495196266813,18-1121
0.0007483162883512097,19-1121
0.00039502271380604387,21-1121
0.000819000819000819,24-1121
0.001402524544179523,25-1121
0.0007808433107756377,26-1121
0.0012333221213140487,28-1121
0.0009637973616047226,31-1121
0.0008203445447087777,34-1121
0.0018022077044379365,35-1121
0.0003361344537815126,37-1121
0.0011807371173146665,42-1121
0.0004585052728106373,44-1121
0.0005102040816326531,45-1121
0.0002463661000246366,46-1121
0.00035829451809387314,47-1121
0.000292654375182909,48-1121
0.0014388489208633094,49-1121
0.0010672358591248667,50-1121
0.002190580503833516,52-1121
0.0011621150493898896,53-1121
0.0007302468234263181,57-1121
0.0002316423442205235,58-1121
0.0007168458781362007,59-1121
0.0004158004158004158,4-1131
0.00030385900941962927,5-1131
0.0007541478129713424,10-1131
0.00034094783498124785,14-1131
0.0002731494127287626,15-1131
0.00019751135690302193,21-1131
0.0005738880918220947,22-1131
6.678688305616777e-05,25-1131
0.0001121201928467317,28-1131
0.0001807120053008855,31-1131
0.00022527596305474206,35-1131
0.0010084033613445378,37-1131
0.00016867673104495234,42-1131
0.0009170105456212746,44-1131
0.0004927322000492732,46-1131
0.00035829451809387314,47-1131
0.000292654375182909,48-1131
0.00047961630695443646,49-1131
